,Text
4031,heiii odah @username bsk ak g msk yah.. jagain suheri yah.. jgn smp si ijah @username kalap buat bully suheri
4032,"this is actually bullying , i want wenger to watch this and fucking hold every piece of criticism that comes ! #rage"
4033,"coitado o #afonso sofreu #bullying no colgio hoje, mais tava mt massa n @username uhaushauhsuah"
4034,ya'apa-ya'apa? pilih bully ato l4d? hahaha @username @username
4035,amo que @username sea mi pareja de hacer bullying y planes malignos<3 te amo meli!!!!
4036,@username @username @username @username @username i was not bullying her! she's trying to steal jean martyn from meee! :'( xx
4037,"paula, kiersten and lj's song about bullying. great job! (uploading more videos now.) httplink"
4038,"tipo assim, eu ainda no joguei esse the sims, vou sofrer bullying por isso?"
4039,"bullying da twitcan com a @username e @username, acho palho ss coisas"
4040,@username iri kamu *udh msuk jam bully loh gab ahahaha
4041,"@username @username @username mr. walt, stop being a bully."
4042,httplink @username anti-bullying campaign
4043,#confiesoque sufro de bulling en mi escuela
4044,@username assholeeee -_- leave me alone you bully!
4045,follow-up to ' signs your child might be getting bullied' #moms #dads httplink #parenting #kids
4046,"emosi tingkat dewa, parah. puasa2 adaa aja ya yg nge bully-_-"
4047,"i swear i have the sweetest boo in the world, when we not bullying me <3"
4048,"pottermore para com essa merda, vc bloqueia logo a parte aonde comea a diverso, esse bullying comigo n chega ao fim n d:"
4049,rebecca black deixa escola por bullying: 'eles me imitavam com uma voz nasalada' ~> nem sei por onde comea a piada hahhahaha
4050,i entered an amzn 175/165 bull put spread for september. i am looking for 195 to go further long calls.
4051,"orkut sofrendo um puta bullying do facebook, processa ele."
4052,@username hey!(: we are beliebers!(: can youtell bieber to tweet us!(: my friend has been bullied and needs cheered up!xd
4053,@username voc fez bullying! kkkkkkkkkkkkkkkk
4054,"@username hahahahaha.. sem 1 gak ad emgnya?wkwk..pgen bully"" lo..wkwk"
4055,lucuuuu.. beatweet @username: kartun yg di mnc tv apa dah... kocak amat kadal gurun di bully ama musang... :))
4056,@username rip wat r u threatenin me on tha web u bully
4057,@username @username a mierd!!!!! jajajaja // jajajaja nos hacemos bullying mutuamente
4058,"@username , he used to bully yall in the bathroom , ll"
4059,"verdade isso?? ""@username: criana de 13 anos acaba de suicidar-se no marista em natal,vtima de bullying..."
4060,i favorited a @username video httplink bully cat stuffs cat in box
4061,"@username haha! they're actually pictures from an anti-bullying campaign, blessem"
4062,join elise in one hour at her new time. todays topic #cyberbullying vs #bullying for kids on the spectrum #autism #asd #tck
4063,@username is a bully
4064,aposto que vou sofrer bullying depois do meu prximo tweet
4065,cesser l'intimidation - stop bullying.
4066,"i think teuk went to hit someone because someone was bullying donghae? then when they went back, manager-hyun? (cont) httplink"
4067,agora qualquer coisa bullying respirar bullying viver bullying acordar bullying falar a verdade bullying
4068,my 7 year old cousin is a bully.. i guess theyre starting young..
4069,"photoset: ? ??he?s sensitive, people bully him, too, and he feels lonely and hasn?t got anybody to talk to,... httplink"
4070,documentary about bullying of gays showing at newbury park community forum aug 19th httplink
4071,"no bullying se eu bater na pessoa que no para de cantar a aula inteira, n @username !? hahahaha"
4072,@username bully!
4073,@username bullying! vdd! =p
4074,"also, wishing nick would die from diabetes? that's low. and then you claim to be against bullying.. yeah right!"
4075,httplink stand up day (stand up to bullying november 14)
4076,america;the bully.
4077,caramba n vao deixar a jessie j cantar mesmo ? af bullying
4078,i liked a @username video httplink bully cat stuffs cat in box
4079,"my 6 yo son is being bullied. it's really hard to know what to do. i'm shocked that it happens this early, this young. #canofbullies"
4080,#sleepnsync: make sure that your child is being bullied and not just bothered in a non-recurring way. #bullying httplink
4081,"@username cachai que estoy de mi celu e.e xdd te tengo una historia pa q me hagai bulling, el martes te la cuento,dormire,adios :b"
4082,@username @username she bully me :(
4083,"u all should whatch this video about bullying, and help take apart in ending it httplink @username"
4084,[110830/trans] strong heart - donghae being bullied - vampiremochi: awwww? teukie hyung~~~ poor nano ~~~... httplink
4085,@username thats cool. what do you think of immortal- they're a bunch of bully's arent they?
4086,@username @username @username i unfollowed avonspurs a few days ago as believe he's a cyber bully & a complete cock. i stand by it.
4087,@username @username me encant el video! me encant! aaaaah! ya les dije que me encant!?!?! una vez mas gracias bully!
4088,@username quit bullying them
4089,"@username @username wakakaka, ini org si emg mau di bully deh. kesian bener (??_??)\('??'? )"
4090,"then i thought he bullied me because he loved me, but he prooved i was wrong , one more time."
4091,@username whos laughing now is a great song the words describe me i always get bullied @ skool just like u was follow and tweet me? 1
4092,bullying em otaku feliz o mais divertido
4093,mais um dia sofrendo bullying por causa do bon -q
4094,"this year's bully target : the shah rukh khan wannabe, @username muahahaha httplink"
4095,@username bully
4096,@username seriously lol how ppl tryna bully there ?? takin lunch money or what
4097,"@username @username maybe ""bullying"" is a better word than ""internet rape""?"
4098,#listen locgeeta - mixtape bully - httplink
4099,a common -myth- about #bullying in schools- ' it's just kids being kids' #education #moms #parents #dads
4100,@username gamestop bully
4101,[cl7] who bully jjongie?!!! *angry* httplink
4102,""" never be bullied into silence. never allow yourself to be made a victim. accept no one's definition of your life; define yourself."""
4103,"@username e a escola, os seus pais, eles no fazem nada? que merda, esse bullying deveria acabar de uma vez por todas"
4104,acertei o guarda-chuva na cabea do @username pratico bullying.
4105,mtv vmas: kevin hart jokes he was bullied to host sans pay [video] httplink
4106,"#deadpoolsays bullying is wrong, wait, scratch that... bullying is fun!"
4107,[en] conservative mp?s family falls victim to online bullying: httplink
4108,en mis tiempos no exista el 'bullying'. se llamaba carrilla y todos la aguantaban!
4109,"ruth, you're such a bword. what are you doing. you can't like tommy. just an hour ago, you were bullying him."
4110,@username vc sofres bullying
4111,aff amanha tem aula com o boneco do bully de play :s
4112,"sok suci, playing god, sok jago policy development, sok tajir, bully!! #hukumtwit"
4113,@username i know - so cute. love the way he spinelessly dives in to being a bully to win the girl!
4114,"@username @username compl, agora? bullying?"
4115,"@username jaja, yo solamente soy testigo del bulling."
4116,pedir pra sofrer bullying
4117,@username aposto que tropeou no seu calcanhar(caida clssica)e que diabos um banco faz no meio do banheiro?!isso bullying d: d:
4118,children with severe #foodallergy bullied - story in the mail - httplink
4119,"le dan color con los tuiteros que almorzaron con piera.tanto bullying,si hubieran sido ustedes los invitados habran ido igual. #esonoms."
4120,"in the saga of the bullies: no, i won't allow your kid to bully mine in the grocery store while you watch. #mamabear"
4121,"de gea needs to eat some pies, gonna get bullied on crosses and corners"
4122,kids' bullying is an adult problem. learn more about the role adults play in bullying epidemic: not just child's play. coming sept 2011.
4123,"@username zoando da minha tristeza, aaaaaaaaaaaaa, para de pratica bullying!!!"
4124,"ka @username say ""tak perduli ku di bully masih ada twibi di sini"" hihihi.. (>???)>"
4125,"""seu merda"" - ""isso bullying"" - ""s se for com a merda"". httplink"
4126,"e vo sar aqi, deixar o bully baixando.."
4127,"@username, cara isso bulling, e eu nem estou desdentada, sua vadia vendida u.u"
4128,di bully ini.sama ka syalfa...
4129,"at a maria da cae me chama de indiano, sofro bullying demais hauhauhauhauhauahauhauhauah"
4130,i wish the whole bulling-everything-that-breathes fad would go out tho #realtalk
4131,?@username/milia: para reportar sobre casos de bullying al 55335533 o sms5533 httplink @username ya llamaste?!
4132,"one day, our ocs get bullied at school. what's their reaction? @username @username @username @username @username"
4133,@username to sofrendo um bullying agora que o do meu amigo no me ligar mais e nem me chamar pra canto nenhum sabe? :/
4134,"#denunciar__combater!lute contra bullying,violncia,assdio e abuso sexual infanto-juvenil. #quebreosilncio"
4135,"the 64 was the school bully with its crude graceless blocky graphics, the speccy the beautiful underdog with its charming colour clash."
4136,"what is this i hear about cyber-bullying. #grammarnazis, tell your leader alphabet hitler that his days of #evildoing are numbered!!!"
4137,i strongly dislike people who think they can bully people just because they are different.
4138,this sat club gravity! 'bedroom bully' music by hot 97 & power 105.1 everyone free before 12 httplink ;..
4139,today was waaay better but got bullied by my lockers but no big deal....
4140,@username whoa! this is the deepest truth of all - don't be your own bully! truth will silence toxic thoughts & words!
4141,"@username i disagree again- naked women is not a form of protest against bullying, its cheap."
4142,@username keep comin at @username so he can get some views i hate a nigga dat try to get on dat bully shit to make they self look good
4143,@username awwww bully... don't let that bring you down!:/
4144,"o novo clipe da jessie j, who's laughing now, ser o #4 single do who you are, como msica sobre bulling, o clip httplink"
4145,@username im sorry will u stop bullying me now im having a heart attack!
4146,lls im out she aint rockin thats wat im talkin bout bully
4147,filme sobre bullying produzido por alunos da etec de guaruj estreou hoje httplink
4148,the article bully domination system ? grab your copy today! httplink
4149,frio bullying contra os solteiros. httplink
4150,"@username tul bgt,mb..say no to bullying"
4151,she scratches and claws me when clearly there's a guy next to her that's easy to bully -__-
4152,"@username se vir pro cfv,vai voltar a sofrer bullying."
4153,"@username that wasn't bullies that was a random attack :l and lol, you, bully me? don't even pretend you do :l"
4154,"to fazendo bullying com a katy e com o lil wayne? amigo, quer confuso comigo s pedir! hehe"
4155,"vo me meter mais nessa brincadeira de criana no, agora isso sim bullying, estou indignada com esse povo da terceira e segunda cia"
4156,"@username si, jajajajajajja plan macabro jajajajajja y le hariamos bullying @username"
4157,"inget wktu plg dr depok kmaren, ad anak sma lg ngelabrak di stasiun. helloooowww hare gene masih maen bully??? it's so two thousand and old!"
4158,"todo mundo sofreu bullying, tem homem grvido, teve gente que foi abusada sexualmente, gente que ressuscitou... httplink"
4159,@username the bully on the pulpit. #chrischristiepresidentialtourbusname #p2
4160,estamos preparando nossa aula de bullying com a super orientao da #barbaranogueira #stopbullying
4161,just saw a video on youtube about a little boy bullying a big ass boy . personally i think everybody story is bs . i wanna no what happened
4162,'friday' singer rebecca black to be homeschooled after verbal bullying - foxnews.com: httplink #rebeccablack #homeschool
4163,"me siento mal trolleando a la gente, me recuerda cuando me hacan bullying en la escuela y lloraba."
4164,i guess when their backs are up against the wall j&j show their true colors. jeff=bully jordan=spoiled brat #cbsbigbrother #sad
4165,@username vai dormir pensa em todo bullying que vc cometei. kkkkkkkkkkkkkkkkkkkkkkkkk
4166,"@username oh kamu juga pernah sof di ""bully"" gara2 #matematika"
4167,played bully: scholarship edition (360) in the last 24 hours. httplink
4168,@username @username se ele colocou minha ft no twitpic me autorizou a cometer bullying lei n 930138978947324
4169,"dou um empurro em uma pessoa, isso se chama : - ? eu : empurro. ? ? sociedade : bullying ! httplink"
4170,@username to sofrendo bullying kkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkkk
4171,no bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. httplink
4172,@username bro i listen to numbers every morning real bully issh
4173,"@username mi primo se llama igual que l xd nunca lo haba pensado,desde hoy le har bullying! (?)"
4174,mam; callate vo' mierda yo; chucha :| ajdhsajfhsaf mi mam me hace bulling kajdks xddd <3
4175,frio bullying contra os solteiros. httplink
4176,check this video out -- justin bieber meets casey heynes (bully hero) - tv interview httplink via @username
4177,@username i love your stomp out bullying video! very inspirational(: i think i will enter...? httplink
4178,@username i actually got bullied myself as well and tbh i don't really wanna talk about it >.<
4179,#worstthingintheworld bullying.
4180,"@username he's a dick to the bully lmaoo that's great, there's on when the dude gets ko'd"
4181,"when i see someone being bullied i stick up for them anyway, let alone ast, i would literally beat the shit outta that mother fucker."
4182,eso es bullying a danna paola jeje
4183,@username name calling isnt nice and it's bullying too #stupid lol
4184,"@username @username acho que essa padronizao de celulares bullying contra o meu, j bastava o da escola agora at de celular --'"
4185,"cyber bullying and sexting a growing trend among teens: students across the county are back in school this week,... httplink"
4186,"@username @username @username i was never really bullied by other kids, but i had to deal with simi? (cont) httplink"
4187,no bullying quando com a professora de matemtica.
4188,@username @username a nicol sofreu bullying kkkkkkkkkk
4189,no bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais. httplink
4190,un poco de bullying en la odontoma
4191,"victim response may be key to curb bullying, study says httplink"
4192,"@username shyt iono.. i got hella shyt.. esp rockstar.. off the top of my head, the gta's..bully..re4..princeofpersias..twistedmetalblack..etc"
4193,"yeah, that should put an end to the bullying - i know it?s thursday, thursday, but i gotta post this on... httplink"
4194,"meninos do tumblr so assim: - ? meninas do tumblr so assim: ? ? e eu, sou assim: ? ? isso bullying. httplink"
4195,@username stop bullying your mum about her gums
4196,"bullying is my ability. but, gotta hide that from my new school"
4197,"bullying victims see lower gpas, particularly high achieving blacks and latinos, study shows httplink"
4198,that wass my babee / bully ! ( :
4199,#thingsweneedtochange bullying between teenagers! definitely is what i think we need to change
4200,@username hahahah xd me haces bullying
4201,"this little boy bulling his baby brother ,"
4202,@username no...just bully pits. from what i remember the johnson line are good am bulldog. if u just want a pet id try a rescue.
4203,faz cara de colrio j to praticando bullying e vocs?
4204,#ff this person was bullied by jessica and those who don't like or talk to jessica should follow this twitter ok. - @username
4205,no bullying se eu te quebrar inteiro e dizer que estava brincando de jogos mortais. httplink
4206,to sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. httplink
4207,"hoje dei como tema para um debate 'bullying' uma galera: 'uuuuu', bullying deve ser debatido dia&noite."
4208,"senhor pena sofria bullying no galinheiro e, agora, vive sua vingana em restaurante"
4209,@username *bullied
4210,hg a @username sofreu bulling na sala de aula! uhasdhuasuhdasuduasduh se sabe q eu te amo n jumenta? *-*
4211,"@username jajaja yo no hago bullying, soy buena! ;) y sii soy muy enamoradiza! x'd"
4212,@username being black and being bullied in america is nothing new to the majority of black people #dontfetit
4213,@username amor eu to sofrendo bulling na escola sabia ?
4214,"@username eu me cadastrei no 2 eu tinha aula, e acordei 4h30 da manh okqwoks. mas eu sofro bullying aqui e no recebi o e-mail ):"
4215,quelling a bully screed... educating voters... helping shed some blue light in a red state... best sunday in a long time.
4216,@username do you have any advice for a girl who gets bullied a lot at school??? how do you stay so confident?? #mtvgaga
4217,"they all bully pamela, leave her alone! #cbb"
4218,@username @username @username isso bullying
4219,"""never be bullied into silence. never allow yourself to be made a victim. accept no one?s definition of..."" httplink"
4220,"i want to be a cyber-bully, which of you losers is going to tell me how to go about it, please."
4221,my friends are some bullies btw lolx they get a kick out of bullying smh #randomthought
4222,"hoje eu tentei estudar, mas sofri bullying pelos meus amigos queridos @username e o @username :)"
4223,fresno bully rescue. ca. be sure to check out our website to see all the latest adoptable dogs at our shelter... httplink
4224,@username all you do is bully me :(
4225,sf schools expand bullying prevention program - kdlt news httplink
4226,brodie?s law to be used to cut out school bullying ? sydney morning herald: students or parents involved in cybe... httplink
4227,i'm being bullied by @username (-_-) ...
4228,adolescente diz que apanha de \ncinco colegas h sete meses em ms: estudante diz ser vtima de bullying e que ch... httplink
4229,i usually can stand jim gray but today i was rooting for him to bully that inept ref #boxing @username
4230,mis hermanas me hacen bullying :(
4231,bully!
4232,@username bullying detected
4233,i just kick over a homeless dude house...... i'm such a bully #thuglife
4234,@username haters gonna hate because they are jealous! i get bullied & i know how it feels but please put a smile on your face?:) <3
4235,to sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. httplink
4236,tehachapi unified school district makes major policy changes. #sethwalsh #bullying #education httplink
4237,"so today in my teen leadership class, this girl started crying cuz she's getting bullied. she almost took her life. words hurt #stopbullying"
4238,"@username wahahahhaa, ya me estn haciendo bullying :c xd"
4239,"@username no jor, i bully ??? in a subtle way, leave d details to me"
4240,"@username suuuuuuuumemo, bulling nela ! hahahah"
4241,@username no bully
4242,"@username saiu 1 reportagem acho que na @username ""superinteressante"" sobre bullying, eu no tenho certeza se nela, vi de longe"
4243,bullying is not ok. i really want everyone to get a long. this is such a big problem all around the world! #stopbullying
4244,"@username yeaah i am! and im younger than you, you're being bullied by someone younger, thats even funnier. >:d ahaha"
4245,"@username i am hard on myself because i've been bullied and that. and you are, trust me okay?x"
4246,caio castro fazendo bullying com a(o) pereiro dddddddd:
4247,agora jessie j sobre bullying
4248,sofro bulling do amor
4249,"@username awe! hahah how cute. i hate the mostttt when kids bully him, i seriously want to strangle them all. -___-"
4250,@username follow bck bully
4251,online bullying: back to school means back to reality - sync (blog) httplink #family
4252,so the white gurls bully the black gurls on #bgc? o_o
4253,?@username @username @username ha! paul did start the bullying with the smart comment from the original tweet ha! #saynotocyberbullying ha!
4254,"@username tears at work come from bully bosses. change the boss or change your job. cry for our country, then go do something about it!"
4255,@username @username @username @username wkwkwkwk abis dah gw di bully disini ahaha ampooonn!!!!
4256,no bullying se eu der um tiro na sua cara e fingir que estava brincando de policial.
4257,i beat that pussy up&it don't fight back im a bully.lol @username
4258,"""seu merda"" - ""isso bullying"" - ""s se for com a merda""."
4259,@username i love how much confidence you have. i don't have any because i feel like such a loser when ever i get bullied in school.
4260,"[fan]: my friend keep bullying me huhu [jonghyun]: who is that, bring him/her over~! #jjonguforeplies"
4261,esse frio bullying pros solteiros :@
4262,"america loves the underdog as an archetype, but is itself far removed from the actuality of being the underdog. we are the bully."
4263,"@username bagi empek2 nya.. kasian juga ya tuh nasi, msh ter-bully.. xd"
4264,@username lol you're a bully
4265,"what is with kids now! calling 10 year olds fat, bullying girls as young as grade 3, and all having cell phones and name brands? upsetting.."
4266,"seriously, does anyone who's worked not have a story about workplace #bullying from some time in their career? just curious."
4267,"@username hhaha yes, anyone bully you call me hor."
4268,@username hahahahahhahaahah vamos hacer cber bullying a @username hahah por joto
4269,"?@username: sofro bullying na escola..... why the hell tem um saco de tampinhas de refrigerantes na minha mochila, @username??love u"
4270,sure this bus is the early teen bully bus :@
4271,57 incidents of potential bullying reported in school district - httplink
4272,"lmao xd ""@username: lol rebecca black got homeschooled for being bullied alot."""
4273,@username philadelphia's anti-bullying programs a model for nation httplink #papolitics
4274,"the wwe having an anti-bullying campaign will never, ever make a single ounce of sense."
4275,meu dolo httplink
4276,"dear hair, now ur just being a bully! #leavemyfacealone!"
4277,dailymotion - casey heynes vs bully httplink via @username vean ste video est cagadsimo!
4278,"bully of the playground, i will not let you slide bitch !"
4279,#bieberfact justin has been a victim of cyber bullying!!!! :(
4280,hoelaat begint bully beat down..??
4281,@username bullying u.u kkkk acho justo
4282,#bb13 woohoo i'm so glad jeff got evicted. he thinks he can say & do what he wants to people. he's such a bully. aww dani ur girls came thru
4283,#np bully - three days grace ?
4284,tampa: jul 8: now booking: @username anti-bully awareness tour f. @username httplink 404-532-9232
4285,@username ur seven feet tall when u stand on top off two chairs lol and yes i remember u gettin bullied like the lil person u are! haha
4286,no bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais. httplink
4287,bullying galinceo. httplink
4288,@username @username no fala em bullying que #lorraynne aparece!
4289,@username bullied
4290,@username #bullying
4291,christian bully?: a local st. mary's county woman recently confronted a grieving father about an unsubstantiate... httplink
4292,"damn, kurt cobain got bullied because people thought he was gay cause he hung with a gay kid. fucked up."
4293,bullying s os troxa e idiotas fazem !!
4294,@username u lot should be bullying that league man.
4295,@username no problem and thank you for what your doing about bullies and i will take a stand against bullying. (thang again).!!!!!!!!
4296,i favorited a @username video httplink pink - perfect (ahmir cover) - anti-bullying video
4297,#seguridadmh: si eres vctima o conoces algn caso de #bullying reprtalo al 5533-5533 24/7 por @username ccp @username #niosmh
4298,"?@username: rebecca black drops out of school, blames bullying httplink smh @ this country's youth"
4299,@username @username don't know their plan so weak leaders they r like follwers on school payground they go after the kid the bully go after
4300,how to stop bullying - information you need: bullying no longer happens just on the school playground. the probl... httplink
4301,"perola de @username : ""ele ta sofrendo bulling."" ""porque? alguem ta bulinando ele?"" rsrsrsrsrs #ridemais"
4302,sometimes you just got to punch a bully in the mouth.
4303,mad that someone i'm not fond of is in one of my classes. #bully
4304,trade of the day: gold miners $gdx bullish spread httplink $$ $options
4305,"@username @username im not talking to you anymore, you just bully me :p"
4306,"at que foi legal na escola hoje kk, acabou a luz, depois teve um teatrinho sobre o bulling e um video,que eu ria pouco das coisas que a (+)"
4307,"@username voc sofre bullying? acho que sim n, vai fazer algo que preste ao invs de ficar irritando os outros. e eu sou mt trouxa..."
4308,@username kita mo na! ngayon you're cyber-bullying me naman... hahaha! @username
4309,@username i have an idea for you: make a video anti-bullying with a song and a theme principal :) u are perfect for that! i love u! ?
4310,kenapa gw di bully mluu di grup (????????? ) | pasti pd kgn gw jd pd ngebully. *menghibur diri*
4311,i liked a @username video httplink taeyeon and sungmin bullying sooyoung's minnie mouse (hyper muc
4312,@username @username haha scatch #justsayin #bullied #nufc #football
4313,@username only know how to torture & bully me
4314,"@username but don't follow this guy. he's a bully. with a scary, 'i don't give a fuck' pic. avoid at all costs."
4315,"awesome post by peter switzer about biz confidence: staff bullying, carers leave, wage rises, interest rate rises: httplink"
4316,"@username i have proof that you asked me to sub back, and you cyber bullied jesse elliott."
4317,@username o jogo bully que tem no seu site legendado em portugues
4318,"@username vinny can i get a grandnight please and will u follow me :) starve a bully, feed your soul, and stand grand :d"
4319,"#newmusic ca$h feat. danman tha bully - ""throw it up"" - httplink"
4320,"@username e eu, que sempre escrevi muarela e sofri bullying da galera?! rs"
4321,top 5 expert tips to end teen bullying from dr. janell dietz ~ what to do if your kid is a vi... httplink via @username
4322,@username @username i'm pretty sure batman bullied ray palmer into shrinking the t.rex and penny so he could put them inside his crib
4323,creo que @username ya le entr tambin al bullying a ninel jajajajaja
4324,@username @username isso bullying !1!111
4325,"ta dando um filme sobre bullying na tv , triste isso d:"
4326,@username @username pfftt im getting bullied on birthday ;) lol cx
4327,no bullying se o remedio for amargo.
4328,"i've bought one of those anti-bullying wristbands. well, when i say 'bought', i snatched it off some short fat ginger kid..."
4329,cyber bullying is not the way!!
4330,australia spends two months deciding whether red m&m is a bully httplink #advertising
4331,lol the bully @username is at it again! and she's really good you have to just listen
4332,i have a bully but she will remain nameless until she takes my lunch money again
4333,hoje a @username e a @username praticaram bullying contra mim ):
4334,@username @username must be cyber bully! just like jill zarin
4335,bullying contra minha pessoa aqui em casa hahahahahaha me amam
4336,"@username lmaooooo, girl no i'm no bully."
4337,@username lmao..dats how my lil hoe is ...she terrible doe..n she a bully lol
4338,e tudo no passou de trollagem do @username pra vcs verem que tipo de bullying eu sofro dos colegas de repartio.
4339,"""@username: #onlyrealjamaicans knw abt bulla beef"" bully beef amd white rice and some brebige!!lol"
4340,@username i want sister lor!! kor not good de bully me one!
4341,@username lol.he might say ohya that tablet s nt released yet.nice (when people who seen 3 recessions) bullying kids.# millenniumjobhunters
4342,my cousin called me a bully :( httplink
4343,*next* silahkan nyepam dh kalo mau ng.bully :)
4344,reblog if you are against bullying - ? this must have more notes httplink
4345,@username meeeeeeeu... ainda no vi vc contando a histria do bullying...
4346,just gave a shit about bullying. give a shit at httplink #giveashit
4347,pqp...todos os canais da tv falando de bullying isso bullying aquilo..essa poha sempre existiu e s agora que o povo ta ...
4348,veja imagens da passeata contra o bullying realizada pela igreja adventista do stimo dia de pariquera-au: httplink
4349,bullying hurts! rt if u want it to stop!
4350,selena gomez praticou bullying ao correr dos ganhadores kkkkk #vma
4351,"""@username: i have anger issues that have yet to be resolved""<==lmaoo u ventin n shit...fuckin bully lml"
4352,bully lagi aja gue terus @username @username aku sudah biasa! :')
4353,"@username haha, what? you got a bullying?"
4354,"read my response to ""pass this on to ask your followers if you believe bullying is wrong. if not, then i feel sorr?"": httplink"
4355,#oomf is a bully
4356,debe ser cuatico que te haga bullying por twitter xd
4357,ridgewood school district adjusting to new anti-bullying policy: new jersey's anti-bullying bill of rights act will... httplink
4358,"@username this issue is mostly that james potter is a bully, even in the petunia/vernon backstory he is very unlikeable"
4359,"read my response to ""pass this on if you are anti-bullying. #noh8 ?"": httplink"
4360,@username bully - pouts-
4361,"@username meet enzo, the bullied guy, and girls' best friend, until he met the sexy teacher. :))"
4362,kids across green country are headed back to school wearing yellow for lets take a stand against bullying :). do... httplink
4363,@username @username masasih muka bully (???-????)?
4364,v no precisei cantar msicas bvias pra sofrer bullying.
4365,secret's anti-bullying campaign appears to get facebook fans engaged: procter & gamble co.'s secret deodorant ap... httplink
4366,"@username you're a bully! guess i should pass along the ""get well soon"" bear httplink"
4367,"be a friend to the person who is being bullied: talk with them, sit with them at lunch, play with them at recess. #stopbullying"
4368,what planet is suzy obrien on? what makes her peroxided brain think schools aren't taking cyber bullying seriously? any ideas ms critic ?
4369,help others and stop bullying! - @username
4370,no bullying se eu te quebrar inteira e dizer que estava brincando de jogos mortais. httplink
4371,@username he's always bullied because of that though. and you'll see that dongwoo has a weird like for toys lmao
4372,to sofrendo bullying vendo as fotos desse povo infinitamente mais bonito que eu. httplink
4373,"@username untung aku ga ikut, kl aku ikut ntar di bully jangan2 :p"
4374,quem garante que foi bullying por favor?
4375,@username lol! bully siol!
4376,trust me bella people will stop bullying in general if we can get more people to take a stans against it im with you @username :)
4377,@username hahhahah! her last name is hooker? pahahahaha. that's such a fail :l i got bullied on a school trip once. it sucks so much!
4378,back at good old hrc tonight! time to bully @username haha
4379,"overheard: di bully adik2 :( - di suatu malam yang indah setelah berbuka puasa,, terjadi pem-bully-an atas... httplink"
4380,@username he too small ehhh..ppl all like to bully him..haizzzz..
4381,@username want anotha hug? ...n shitt me neither u bully im too small fa that :-)
4382,"@username maafin ya, kalau ada bully yang gak diterima. ikhlasin ya... :)"
4383,"@username jajajajaja si hay que hacerlo, para no sufrir bullying de nuestras madres :c xd"
4384,@username nun un :/ no bully here i'm no tammi
4385,#ffprematur @username kalo pengen lihat admin paling teraniaya sedunia. yok bully!!!
4386,@username whennnn ! cause thats rare you always bullying me !!? lol its always the little oness !
4387,bullying quando chamam voce de dlc e te avassalam na escola etc @username
4388,she was bullied and made a pariah for an inconvenient truth that she wrote about an educational institution. i understood her position...
4389,"@username @username defy, tu sofre bullying, ja percebeu? kkkkkkkkk"
4390,#krejcir state's case looking wobbly. credibility issues with main witness urologist marian tupy who now claims he was bullied by state. mw
4391,@username jajaja te hago bullying porque estudias enfermera httplink
4392,teachers bullied and abused on social networking sites httplink
4393,@username your a bully lmao
4394,big bully httplink
4395,@username so what is the answer? let people be bullied out of their own country by the self professed chosen ones (jews)
4396,"my son is home from camp and had so much to talk about! not to mention, he made a lot of friends and stood up to a cussing bully :o"
4397,@username el bully se llevo todo los cobres :(
4398,@username k. jandelle. ang bully mo tlaga. bully ka!
4399,leave edski alone bully boy lol..... thats his kevin n perry get up!!! :p @username @username @username
4400,por culpa de su bullying me hago ilusiones :(
4401,@username the old host of bully beatdown
4402,someone needa get this @username bitch talking about my dead family members. ill sho her ass cyber bullying!
4403,"@username no, we are talking about getting bullied by a bunch of arrogant assholes, and finally getting fed up."
4404,@username dam devo get off her . seesh yu dam bully
4405,"''bullying uma coisa tao horrvel, por isso eu sempre digo aos meu fs, nunca faam isso!'' - demi lovato"
4406,@username emang kenapa? lw di bully di sana ?
4407,@username for years they bully janine bout time she fuck up the square #eastenders
4408,"#summermemories @username mom bullying me ;,/"
4409,el pedo del regreso a clases... es que regresara el #bullying y nadie se va aguantar
4410,"acho bullying chamar um movimento de retardado,"
4411,no bullying se eu jogar um tijolo na sua cara e fingir que estava brincando de pedreiro. httplink
4412,"si el bullying fuera una carrera, nunca dejara de estudiar."
4413,@username @username @username fanny also got bullied by duyen carolyn and ngoc today... what a day huh fanny?
4414,@username :) when you going home i'm sick of you bullying me :(
4415,"""seu merda"" - ""isso bullying"" - ""s se for com a merda"". httplink"
4416,ispcc's anti-bullying campaign - httplink
4417,@username i loves you.... :) and i was just called a bully via twitter.... ha!
4418,@username stop cyber bullying me bye
4419,@username lg on gk ya ? sabar aja ya kl lg di bully . tp hrz ttp senyumsemangat . hehe :p . #kapan ya bisa dpet follback dr ms .. :(
4420,@username darling i've been bullied my whole life so watch ur tongue! that was leading a team to success with a little tough love! xx
4421,@username era ministro da defesa ou do ataque? primeiro falou que a ideli fraquinha. essa ideli t sofrendo bullying no planalto.
4422,@username haha legend! but on the bright side we can bully dom on here and he wont know!
