Comment,Insult
howard you are such an idiot,1
here is my jock strap i will hike it you suck it douchebag,1
probably throw his elbow out swinging it like a pussie he is,1
i really wish i had been watching them all season but i cannot fucking find them on directv i would feel cheap acting all excited now,0
are you retarded,1
same thing happening to me i have been waiting for about min,0
inflamer you need a f cking bullet in your stupid head and i will be only too glad to oblige free of cahrge of course you big moutn racst idiot,1
i think i may have something in my eye,0
you finally came down from your jungle tree,1
unbelievable i have said this before but who polices the police for crying out loud,0
call the vote slap this bastard down in front of his people let this pimp murderer punk liar peddle his toilet papers in hell,0
racist haha am i bringing down anyone s race im not even mentioning any lol dont make any random excuses dude if you cant say anything just fuck your mother s pussy out its much better ahaha,1
isreal knocked off an iranian junior worker at its nuclear facility by using a motorcycle rider who stuck a bomb the iranians stuck a bomb on car driven by an isreali embassy personnel and the killing continues as long as we keep sticking our noses in the me we will get blow backs,0
prize winner dt lets get immigration mentioned on the most inappropriate thread competition coming soon homosexuals responsible for water shortage,0
saturday at ct i sounded fine using the headset and google phone when i hosted,0
if your husband is out of work why do not you have him get back to those candidates about the status of their applications,0
jordan brand should do a year of all og releases with the nike symbol and call them the og retro,0
most liberals cannot think beyond gay marriage and abortion and think the wealthy have unlimited income,0
gato madness leddy to derr blake if your going to get your first mlb homerun this would be the day,0
so glad to hear you and daughter doing better getting sick sucks will still check in family can be great cannot it,0
if you have to blow your buddy for attention you have bigger issues than not being able to marry,0
why do not you commit suicide and make the country a better place,1
i wonder if the chinese vp has brought obama a valentine s day gift i know there will be some licking sticking and no kisses in morning for our dear leader i hope michelle does not get jealous,0
ha ha ha fat ugly weave wearin bytches crack me the hell up look bytch if i choose to f ck white girls that is my choice to do so and your fat funky overweight a does not have any input on it whatsoever i ll also add to the fact that you admitted to chewing d cks for a living fat bytch don t forget that i can and will pull your comments up seeing as i have done so a bunch of times before fat hoe if anyone s pathetic and grasping at straws to remain relevant it is you fat hoe,1
fans do not hate you mean haters do not you sjdfsohgidujgbfuckingstupid and what i am living proof that we don t,0
pretense only you leftarded batshit crazy troglodytes would have a comment about race when in reality it is all about his socialist marxist facist bullshit way of governing you idiots cannot come up with anything better of a real argument other than playing the race card you are pathetic besides that you do not know me at all how do you know if i am white or black or if i am latino or asian you don t try again you mouthy little punk,1
you have never heard of proofreading before you hit post and speaking of dark places your big fingers will likely fit perfectly go away you vapid daydreamer utopia does not live here,0
nephi does not refer to african americans none of the quotes you used were codified into the canon of scripture men from tiome to time made dumb commetns tahty did not make them official doctrine since when cannot we say negro waht a pc tool you are the naacp still rtefers to colored people grow up,0
what is fox coming too when they reject your post telling how vile and stupid democrats are,0
its all fun and games til someone goes blind,0
this is another bit of prima facie evidence that the profit motive must be taken out of television news it is the single greatest contributor to the dumbing down of america imo without profit cnn msnbc fox all go away,0
like your pictures follow,0
zzzzzzzz he is still going to lose in november,0
the celery onion carrots and garlic are taken out before you serve the sauce or puree it,0
do not spend your money when you start the game dont do what they say just wait until it completes by itself let the timer go then buy the better elevator trust me you will be gratefull when you reach stories,0
are you really and idiot twisted pathetic illiterate redneck or just plain simple mentally disturbed and delusional you are gonna have some surprises in the near future be prepared to what will happen in your country you really think romney is different ahahahah no problem there are people who believe in santa some believe in the easter bunny ahahah,1
maybe they will blow up media matters,0
fleeboi but my socks was dirty when i stuffed dem in yo mother mouth to keep her quiet when i was fuking her doggy style when i pull it out her pussy and stick it in her asshole there was brown shit all over my dick and i asked her to give me a quick clean wit her mouth first thats why her pet name is doo doo mouth bitch,1
this peyote is free moron posts in every weed related thread you are not going to tell us where you harvest your yeild not that i blame you so why do not you just shut the fuck up and go eat some of it idiot,1
nice houses if you can aford to maintain them i would not necessarily call him great for that reason but otherwise i enjoy his work,0
you are the epitomy of trash,1
that is the teabaggers who are creating the police state fucktard you lose yet again,1
no i think wimmin talking about treating looking as wolf whistling see related articles and being wolf whistled is as hurtful as being groped slapped and of treating all sexual violence on a par is thretenening half the population s liberty but what would a feminist understand about human rights or justice,1
somethin here smells like a big lawsuit,0
excuses are like as holes and you should go suck a fart out of one,1
he looks pretty damn chiseled to me and i have done a bit of digging around and there are tons of reports about how he is been nothing if not a model student super courteous and a fiercely hard worker,0
ah fuck em then,0
i just finished doom today p fucking torch with no gun,0
i see you play you little insult games with other posts,0
this is what happens when local news channels ksl kutv ktvx kstu reveal the local s best fishing places advertise our wonders our marvels it s all money driven capitalism at its finest unless you are very wealthy you are an ignorant fool to vote for rich politicians at election time,1
cat can only catch your tongue when you are advocating what is unwholesome,0
love the weisman and kuroda posts great stuff stacey ww calltothepen com,0
your pathetic attempt at a joke belittles the horrific violence done to another person while reinforcing the stereotype that conservatives are racist or maybe you are a liberal trying to make conservatives look bad congratulations on being a piece of shit there is no indication that this woman died because of the color of her skin the color of her killers has no bearing on the beastly nature of their crime,1
i am mabey getting a ipad so fuck all of yall,0
retiring in the mid s to early s is definitely early it is a perk they negotiated but it is not a particularly good argument for why teachers are underpaid don t spout critical thinking now this teach to the test stuff is relatively recent the miserable state of chicago public schools is not it may not be a matter of getting rid of all the overpaid teachers but getting rid of the bad one is a good start how do we judge the bad ones well that seems like a point of negotiation to me but the current program does not seem to work,0
i like your comment,0
has wade and lbj found way to finally complement each other in half court o,0
not sure you were supposed to remember that haha,0
debtom quick call sheriff joe,0
only racist here is you take your racist statements and fuck off,1
you do know that a house version of a budget is on harry reid s desk and he refuses to take it up so the ball is in the democrats court,0
also see waht you knowit not all there,0
needs to give me a fucking like but he is rich can buy many thermos,0
harry i did not agree with all of bush s policies but i never agreed with anybody that showed him disrespect while he was in office,0
geez another pa judge they really do think they can get away with anything my short version of my divorce case alone my pa judge knew my ex was an attorney with yrs experience but gave her alimony as a favor due to knowing her and the bar assoc and worked together as officers of the court they did not allow me to move the case it got continued for years while i went broke and homeless i file an appeal and the judge called me personally to make a deal to drop the appeal then he renigged on it when i went in front of him in court he tricked me out of my appeal to cover his fraud conspiring ass being married to an attorney that knows the judges and they can get away with anything including breaking the law is what is wrong with the pa courts and i only speak from direct knowledge,0
good night bushfucker,1
jobs jobs jobs republicans can approve infrastructure projects and put people to work including eco friendly waterline updates more important to maintain failure apart then work together for success,0
shut the fuck up coward get lost and that includes the brood mare who bore you to raise an insipid selfish little shit like must have made he quite a great mom,1
just come out swiss guard you will feel alot better,0
thank you for whining and not having enough intelligence to go elsewhere for your news if you do not like cnn oh wait i really do not think anyone should thank you for being clueless and annoying,1
the anti war republican people say as if that s good enough but ron paul is much much more than that he s the anti civil rights act republican he s an anti reproductive rights republican he s a gay demonizing republican he s an anti public education republican and an anti social security republican he s the john birch society s favorite congressman and he s a booster of the constitution party which has a christian reconstructionist platform so if you re a member of the anti woman anti gay anti black anti senior citizen anti equality anti education pro communist witch hunt wing of the progressive movement i can see how he d be your guy sandy berman,0
light socket keep your vision just fry out the memory,0
squid truman ridiculous positions like making sure we blow up the right people why this hang up with targeting people who show up at the scene of a drone strike anyhoo,0
please do not let the elizabeth moss rumors be true please do not let the elizabeth moss rumors be true please do not let the elizabeth moss rumors be true please do not let the elizabeth moss rumors be true,0
exactly little ole crybaby can call players names like troid but then turns around and calls people classless or haters biggest hypocrite on these boards,1
well yeah that is very sexy indeed ivy i want more of your sexy side,0
a democrat would never win any election,0
i do not think that martistapp is as bad as that teacher,0
your math ignorance is showing of course fx is it is the only major network that is out there spewing this stuff if you take the of the rest of the media and combine their audiences so that it is right versus everyone else they would be crushed although i have to say it is definitely entertaining until i get so sick to my stomach that i want to puke,0
if you don t have a handheld camera to make your online videos it is a good idea to use your mobile phone because smartphones have internet connectivity it is much easier to upload and share your videos online you can also monitor your views and answer comments instantly however if your phone does not produce quality videos then you better get one that is capable of capturing high definition images otherwise you ll get fewer views with a low quality video,0
because he sucks he is no longer the truth more like the trash,0
crawled out of your hole after years have you,0
there will be good people in syria and israel does have a moral responsibility to them but there is little or nothing that israel can do to help them,0
ask cook about that he knows perfectly what are you talking about,0
the father stopped the sexual assault the moment he dragged the assailant away from his daughter what followed was rage fuelled revenge,0
you are abusing your power whatever that might be hyden you just got it by writing really interesting balanced essays now you are trying to push an accomplished life long depressive off the cliff that he hovers over what the fuck are you thinking,0
i am not percent positive they will be playing in october but i would not bet against the phils after all they have won straight division titles they also could have howard utley and halladay back by mid july those activations are the equivalent to trade deadline moves,0
you are free to leave whenever you like tinkerbell maybe the kossacks or huffnpuff is more your style why do not you go over there and complain about their lack of balance,1
flied posted you are a hard li ker,0
idiot,1
more crapple stuff for the fanboys to jurk off to in their mom s basement,1
lol you are very loved freaky moments and all,0
video the life of emily last month the obama campaign tried to sell women especially younger single women a life of government dependency in its unwittingly orwellian life of julia even women inclined to support barack obama objected to the characterization of women as wards of the state polling results two weeks later showed that obama lost significant ground among the demographics he had hoped to improve and ever since the obama campaign has apparently relegated the eyeless mouthless julia to the island of misfit campaign mascots that doesn t mean that critics have forgotten julia though a new video from the center for freedom and prosperity features emily o neill who accurately deconstructs the message from team obama within the first minute with devastating impact emily then proposes an alternate reality called the life of emily which relies on hard work good economic choices and rejects the need for a hubby state for young american women such as herself video at com archives video the life of emily,0
i am against fraction mentality i am also a rubinius adict open source devotee and if you use emacs you will fuck up your wrists before i do and then i will take over your jobs it sounds consistent,0
why would you talk about moses like that slap yourself right fucking meow,1
mr moron why dont we place your desk and you on the moon obviously you are already braindead and will not suffer for the lack of oxygen what planet are you living on dunderhead this man obscumbo is no doubt the stupidest man to ever sit in the oval office legally or in his case illegally a sheer bonehead and you are absolutely correct the government is moving in the wrong direction are you starting to accept and acknowledge responsibility for your pathetic fiscal insanity over the last years mr bonehead in chief,1
take five minutes to do your own research,1
you are right it has been corrected thanks,0
as if you needed a government agency to clean up litter that is one of things i have noticed about people who live in big government socialist societies they seem to have lost their basic human self initiative something which is very glaring to an american over here if there is litter we do not jump immediately to blaming the government we blame ourselves for being slobs and then somebody somehwere will create and organize a volunteer effort to clean it up i saw uplifting glimpses of that spirit from the volunteers who cleaned up the streets of london after the recent riots gave me hope that one day britain will go back to a small government self reliant society even decades of living under a socialist nany state cannot totally kill your spirit,0
are you really that dumb no wonder these idiots still get votes the ignorant morons that believe their b,1
taking the day off after this post having been through this process so many years i understand the frustration of those who see things differenty than myself this class less the early enrolled leaves the door wide open for a very highly successful class i for one am stoked with having of players returning that applied for draft status knowing at least five from last years class will contribute much more in build on last years momentum and we are set up tremendously for not only next years recruiting class but for six years imho kudos dawgs see some of you g day p s soc needs to stick around i ll need his help as i plan to be more active in the process next year especially trackteam uga go dawgs,0
i dont see as many trolls now did the c o mmy whistle blow at mm good night radicals and bad luck to ya lol,0
baseless insults is all you have to offer and you wonder why the liberals lost the house in and will lose the presidency in extreme comments like yours may inflate your fragile ego but they only alienate independents keep it up people like you are bama s biggest weakness,1
love you please do not do harry to fit in with this incestuous group haha you are definitely one cool cat,0
the quote above states the following and her refusal to endorse a candidate she noted on fox news sunday that she was not convinced romney was a true conservative has only increased speculation that she s simply biding her time until after watching sarah s incredible speech at cpac it seems to me that perhaps there is some truth to this assessment since she has been and still is the voice of the working everyman woman maybe she is bidding her time figuring the establishment will blow this election again with a mushy middle of the road republican if obama wins it will finally unmask the establishment as losers if romney wins he will govern as a major rino and she could primary him not sure if that is her plan or not the only downside to that is will be a much tougher gop field i still believe her time was now if you would have told me after her sept rd speech that sarah would have sat it out and rick santorum of all people was beginning to beat romney i would never have believed it i m not one of these folks that believes in the unelectable meme but if there was person i would have thought would have fit that bill it would have been rick santorum it just goes to show once again what could have been with sarah in the mix if rs can do it i wish her and her family nothing but the best life has to offer but i still believe she might have missed her best chance but it s clear from cpac that conservative s still love her there is always hope but i so wish i could have voted for president palin in,0
you are one lyingsackofshit shicklgruberjr it says no such thing you stupidmotherfucker it is just commentary on the bible you ignorantasshole nazijerkoffs like you do not know anything,1
our marxist president is like a dog with a bone he has to get some flesh out of the taxpayers of our country to satisfy his moonbat base it matters not one bit you could tax all of us into oblivion and it would not put a dent in the debt he does not care he is out for his pound of flesh and what about everyone paying their fair share that infuriates me what is the fair share for the who suck the life out of our country using our social services roads military protection etc they can afford something too let us get them into the game and see how they like tax hikes,0
i guess they decided to try to milk the series for one more game before the comes out and they can really push the edge on halo cant really go wrong with a halo game other than having it be too short,0
it is not american and i cannot speak to quality but luther also there are plenty of ensemble shows that have at least one black character in the ensemble which you know it is better than seinfeld or friends at least,0
needs to give me a fucking like reesy s thermos dented reminds me of a killer line from horrible bosses jennifer anniston s horny dentist character reports watching some beefcake guy on tv and fingering herself so hard she broke a nail,0
you are an idiot my intolerance of your idiotic opinion is intentional,1
shut the fuck up run as administrator only solution exist,0
hi ashley how many screennames do you have,0
where is it over for the democrats as far as the presidency you might want to look at the current status of the electoral college,0
re mo hlotse hle motho eno ha a khutlele ha habo qacha,0
listen motherfucker we only sing s joel,0
let him clinch it like tx was not going to be a red state no matter what duh,0
you seem very unintelligent,1
do not need to apologize to him typos should be the last thing he gets upset over,0
disregarding other people s opinions because they do not match your own sounds like a fanboy response to me,0
you are one stupid idiot,1
pu pu pu cfare kenget deksha un ma mir hahahaha kjo kg na pershtatet mua dhe bjondes shum prz,0
pano kasi she is just saying what is right cannot you understand bobo talaga mga pilipino,0
when the turks and qataris pull their ads of their site,0
obama s re election effort shaken by rough stretch rick klein abc,0
i too have friends that are gay but i we agree to disagree on certain premises of life but i still love them for who they are but disagree with their choice of for romantic love eros for anyone of the same sex your comment on race or gender just proved my point you think you can change them and i don t you may try to but you will always be what you were made just retooled or manipulated with man s creativity not to look like it the truth always prevails even though many tries to hide it,0
gop taliban of the west they just banned happy hour in utah folks they are now up in arms about contraceptives oh boy heaven forbid folks have easy access to preventing unwanted pregancies and std s meanwhile the elders in these religions continue to harbor or condone child rape,0
we unfortunate not to win this game after dominating qpr in the second half saying that another home game passes without a win not good enough villa on paper it is a poor result mcleish continues to make poor choices with his squad warnock has been poor all season and hutton is not good enough we have major problems at the back and yet we see another transfer window come and go with no signings to improve our squad i have serious questions over lerner too at this point what on earth is going on,0
i was raised in a family where spanking was considered normal neither of my parents wanted to hit me but if i was cutting up uncontrollably especially in front of company my dad would spank me i was the youngest and spoiled as fuck growing up i will admit it now,0
holy fuck does it hurt to be that stupid fucking hardcore retard,1
four minutes chimping out again he was shot in the one minute range from when george hung up prove it thug,1
in that photo above why is that johnny fellow punching that other fellow did that other fellow say something disparaging to him and what is wrong with their hands they are all puffy and red,0
when men beat up other white men sanuses,0
the only thing anyone s complaining about is a c non profit acting like a pac which is not legal get your head out of your ass idiot,0
just several times funny how the father is the only witness alive,0
it is quite evident the democrats are absolutely in a panic and with scott walker s success next week in wisconsin a full fledged hysteria fit is forthcoming from the dems this summer,0
you would know alot about rolls fat boy,1
haha yea i think she was complaining about being fat because she is now or something like that,0
if you dont want a baby then dont get pregnant its really very simple except in rape cases you have the choice to keep your legs closed you should not have the right or choice to take a life everyone knows what sex leads to and if you take a chance and have sex and the birth control you have chosen fails its not the fault of the child its your fault for having sex,0
you goofball one player is in for one play on the first series of the th quarter and you have the whole st team d in the game jesus you really need a better understanding of the game,0
lol no allkpop decided to use a pic of tiffany with fucked up dimensions,0
you are an idiot,1
c df b a ea a disqus bravo for providing not accurate information and you know that because you have different information from which sources which statistic do you doubt or is your math done differently than mine,0
so much hatred we are all human beings you know chill out,0
four gojust nowin reply to acp and you just proved my point that your a no nothing stupid bitchh i sure as heii did did not i,1
so i am first going to comment on the school lunch issue because i have had a similar experience it was brought to my attention that my kids were buying lunch but not eating it i decided to pack their lunch my kids will not eat a sandwich so i decided i was not going to waste food or money packing a sandwich and instead substituted cheese and crackers or peanut butter crackers which is an appropriate substitute for grain meat i then packed carrots a fruit generally an orange or apple or a fruit cup and a granola bar also a grain alternative i was sent a note home that it was unacceptable to not have a sandwich included in their lunch i worked at the time in the lunch room of a day care and knew what was acceptable and unacceptable according to the usda but in my opinion what the usda requires of a public facility offering lunch and what i offer should be totally seperate the eating habits of my children is my business their health is in my hands i feel sorry for children whose parents choose to set bad examples and for parents that do not care enough and let their children live off of take out and junk but that is their choice i will now address the abortion issue that was thrown in just because i find it a outrageous to even mention it and b because people are uneducated and base take things out of context or base it off of hearsay and uneducated opinions i personally do not believe it is right in all circumstances i believe there are other options i believe that their are also situations where it may be necessary medically or mentally as in a rape case but i also believe that it is our bodies we do in fact own them the fetus is a person but it is not seperated from you until birth which makes it yours until then state has enough power already controlling what i do with my body is my business i do not believe they should be allowed to tell me i can or cannot have one i also do not think all insurance companies should have to pay for it unless of course it is a medically neccessary procedure due to health risks of the mother the fetus or in the case of rape incest i do not think insurance companies should be allowed to tell you that you cannot buy birth control that is taking it to far i realize certain religions do not believe in birth control they believe that if god wants you to have a baby he will give you one but he did not put these people on earth that invented these things for nothing if there was a flood and a boat came by i would get in i would not wait for god god sent the boat i wish people would realize that this country is religiously diverse it was founded on religious diversity state and religion should be seperate and publicly owened companies company s with stock on nasdaq etc and religion should be seperate no religion has the right to enforce their beliefs on others it is sad to say that as christian especially of the baptist denomination that is more frequent than in any other religion the religion that worships alla sp does not ask that everyone bow down for minutes at high noon for prayer catholics do not require or ask other religions to go to confession jews do not ask that more jewish holidays be made official government holidays the baptist scream for christmas and easter and anti abortion as do the catholic on that one they are a denomination of christians i just think people need less power and more tolerance of others jesus god was not a judgemental person in fact he was the opposite of that he taught acceptance and love of all even those that turned away from him we could all learn from that quit thumping your bible and actually read it,0
he is a player and i have seen him with other females since july fact good luck,0
the heat do get alot of calls but the best was ray allen falling down on that pointer,0
haha it was all fun and games and checkin out nice cars all you people saying street racing was going on is blind and your a loser computer junkie get a life live a little if your not doing anything wrong your not doing anything at all l o s e r s get a life drive your civic to the library where u l o s e r s meet to do your reading hahahaha,1
zo siln ho soc ialistick ho i lneho t tu,0
that is actually the issue we are not getting the bang for our buck that we should be we have to streamline the military we should t be spending times as much as china and still fear them,0
referring to rule i have a tv set at home however we do not watch any tv really we use it to play the movies we choose from time to time i must admit that we use computers and internet more often but still sport has the highest priority i dare say that my kids are happy only from time to time i must answer my son s questions like this dad what is ps my schoolmates are always talking about that as you said living your lifes or pretending to do so the choice is yours,0
phrase immediately popped into my head i pity da fool although i cannot remember who said it a boxer maybe and yeah how many times now has she taken the time to tweet and tweet and tweet some more about this friend or that friend katie always kowtows to her haters never her sheep,0
so you are the queen of trolls you should create yet another username and call yourself that then,1
you gotta be retarded,1
watched the hearing live and would like to say democrats are the the most vile idiots stupid people i have ever heard people if you do not believe me go back and watch for yourself watched it live on tv american s i am calling on you to protect our country and vote these people out of office in november,0
the only inherent worth i know all men to have is to be able to say no to women,0
they will never lear because they are stupid instead of being high on life and being happy that they are at least alive they are not happy with that they need drugs they do not care what it take to get it either or how many people that it may hurt,0
yawn and your thoughts on left wing rank hypocrisy are oh and do you have an isa if yes you are a tax avoiding hypocrite,0
that is true the united states and their allies should get involved but the problem is russia china and iran they will veto anything the u s puts on the table,0
i asked for a transfer to a hot land not scotland,0
when you make your donations to planned parenthood make sure you do it in the name of karen handel or nancy brinker donors get a lovely thank you postcard in the mail from pp when a donation is made in their name karen handel or nancy brinker p o box dallas tx let s paper their walls with pp postcards,0
what a horrible nightmare but not to worry it is your sub conscience kicking you in the rear you can do this girl i quite smoking ten years ago cold turkey in solidarity you have inspired me to write a post for you maybe in a week or so hang in there hugz,0
well since mlb is the highest level of baseball in the world and they scout all over the world then yes that would be correct except they do not play baseball in iran,0
well it takes an idiot to know one,1
so i suppose all of you false flag conspiracy theorists believe that the iranian citizen who blew off his own legs trying to attack israeli s or jews in thailand is really a member of mossad spare me jews value life see israeli response to haiti unlike you muslims who send their kids out to blow themselves up please take a look at the man in the mirror,0
gurnemanz you are a weasel working with the israelis,1
i hope this will lead the standard for windows tablets,0
besides being a part of the biggest most successful club of the world i guess not much but will he fit in the mourinho system with arbeloa albiol and young varane already there i am not sure he is suited for the english style of play in my opinion physical and direct,0
i can totally relate to you my boyfriend has broken up with me two days and i have been an emotional wreck been crying ever since i just wish he would call me and ask me how i am doing which is pretty stupid of me to even think he would do that but like i just feel horrible that he put me through this i am thinking of reconciling with him in a month or two but it seems unlikely i just hope i get over him to be honest i cant get myself to delete him on facebook but for now i just feel like shit and its not gonna go away for i dont know how long i just hope he doesnt start dating other girls by then i really like him and it just sucks he doesnt feel that way about me anymore,0
if you do not like yourself why would you expect other people to like you,0
retarded fucking tide helm,0
denial the whole post involved pure facts didn t expect a brainless isheep like you to offer another intelligent response anyways so that post was tbe,0
you are the retard the falklands are miles from this dump what is the picture of your cat,1
did you really just comment this your mother must be so proud what a loser you are djr,1
i know i just swallowed one,0
ditto two thoughts though mitt romney s religion should not be discussed and the rich in greece are not paying their taxes are two fucking lies that should be called immediately and loudly even screaming if it will help the republicans say love their religion they want everyone to love their religion as well they accuse barack of being a muslim and follower of mohammed even though he attends christian churches and sounds like he is promoting christian religion a lot of the time and jesus christ the rich and the corporations do not pay income taxes here what right have these asses to criticize another country,0
infinite thanks for not calling your vulva your vagina,0
ameliemaryann you are absolutely right but fear not we have discovered the technology of a printing press that can empty the pockets of our future,0
you are right no one is listening they are part of it,0
dude the guy who posted that is the phillies beat writer for mlb com it is all over philadelphia radio stations that he is expected to be out for close to two months they will not put him on the day dl just in case he can come back in weeks that said it is not looking good do some research before you call people out,0
hold it a woman is a man without an erection and you are saying women like anal sex do you mean to say that you are trying to have sex with only transexuals and transvestites is that what you are looking for i bet you a fuckin homo ass tranny for sure tryin to stalk me bitch imaputit truly i am a smack you so hard your teeth fly out then tie you to the back of my car and go on a long stroll through the hood i am pretty sure this article concerns earth bound humans i do not know what species you are referring to in your comment,1
what is confusing though is that when the kk does something horrific you will not find thousands of christians celebrating when muslims kill you can find whole cities celebrating,0
here the sand fleas go again muslims killing muslims its israels fault muslim men raping muslim women it is israels fault muslims are constipated it s israels fault i never realized israel had this much control over muslims,0
they certainly can reproduce they are not sterile you idiot,1
fucking slow assed game,0
how come you are soo bad you do not win anything you must get paid by the books,0
it is easy for cowards to be internet thugs and post stupid stuff about an opinion that is all i will say about your ignorant post seek knowledge and you shall find it someday,1
me too i tweeted it as well,0
oo damn you corrected it before i could get it finished darn,0
if you guys are havin trouble getting excited i have some little blue pills that can help,0
what type of error are you seeing,0
im a heat fan yes i have alot of confidence there is no way wade lebron would lose back to back in finals,0
det m v re en fucking joke,0
everything is you white folks fault now deal with it punk or do something about it,0
snail wives use small motherfucking knives on paul smithes,0
lol opinion nah boo you are stupid please read all of your comments once more copy them and save them until you are old enough to comprehend the fact that you are ignorant and stupid have a nice day,1
they are too busy smuggling immigrants gawd bless em,0
self described progressives are about of the country and yes they are brain dead,0
hey if i could get down to la in time i would get you vip s with me on my dime you stood up again and are counted front row or nose bleeds its van halen and at the end of the day your going thats all that matters outstanding,0
rob me cost the taxpayers b for the olympics what a conservative,0
its gotta have some form of truth to be good trolling,0
i apologize for making this post in segments some things to know about this story and kansas city for that matter i appologize because i have to post this in sections to fit it all in mr sec says like it or not kansas city is still big territory that is true kansas city is major big territory that being said things are about to change for all we know the big might not even exist in and the contract with the big college basketball tournament expires in big commissioner chuck neinas came on kansas city radio yesterday saying that the big wants kansas city as their host city for the long term and are hopeful that the sec will not continue to pursue a tournament here,0
you could nt be further from the truth,0
people like you are a complete waste of time and i really am appalled by your ignorance and your anti semitic hatred i pity you when you stand before god and you will one day whether you believe in him or not,1
soon hussein nancy mussolini and prince harry will wonder where the party is hint not at the dnc,0
that sweeping hand of the i love the modern styling of the seiko orange monster,0
she had to go to work and she cannot take care of her man this is safer than gay bashing,0
obsession is never a good thing stuckinkali you should stalk someone else i am not even gay try antoniososa,0
you should butt out sean you dont even live here,0
this next comment may offend you and you may feel your constitutional rights have been violated but ahem i must disagree with you i really do not think i am a brainwashed vacuum of hypocrisy but in all fairness i do agree with you when you say that you have given up on the idea of having a rational conversation with me,0
maybe we can use this idiot bomber a home base for the next world series never mind he might blow it,0
i bet the judges are qusking in their boots lol these unelected euro crats will alwasy run rough shod over any uk legislation it is toolate for us to do anything about it for then last years every uk parliament as given over more and more power to the eu without so much as a whimper,0
hanniballa good question and my answer is only themselves and the unsuspecting of course but what else is new anyone listening to these msnbc guys includes rachel have to come to the conclusion of no worries it is that fox news or it is bush bush did it ironically is there a difference between lies msnbc and mediate accusers of fox and omission of the truth msnbc producers pundits and news hosts which is worse it s incredible to listen to both networks without becoming a critical thinker because listening to msnbc requires your believe that this president if infallible,0
he deliberately brought this to a pvp engagement my mind is fucking blown,0
he will never be ashamed lefties are amoral so they have no shame they think patriotism is quaint and soldiers are tools wonder where these assholes would be if it were not for those they hate so much,1
i guess you are not used to conversing with someone with an iq greater than a watt light bulb,1
i did not think elk were going to ride this thing how is it bad for them gondolas not have enough headroom for their bodacious racks,0
dude do see cm punk getting suspended anytime soon no hmm why is that maybe its because hes fucking straight edge dumbass randy orton is not so randy should not be the poster boy even though cena is the poster boy no one wants him to be they want cm punk daniel bryan and dolph ziggler,0
truthbtold i somehow doubt very much you are a yank,0
obama hope change the subject,0
what the fuck is hippo thanks to hell tourism,0
i do not know why you say that it is not your best painting because i love it i love the colors so much and the pretty tree with the swing so dreamy,0
i know right but you are the one that took it upon yourself to make the right move rob is lucky to have great fans some need to take a breather,0
if he is so embarassed about it why have the story published in one of the uk s biggest papers oh yeah it is worth being humiliated for a bit of cash,0
lol ralph you are the guys who are still in moi era,0
audrey your idiocy about israel s strategy is simply your idiocy of course israel is appalled by the deliberate targeting and murder of civilians brainless cretin,1
i love you katy but i am going to vote for bigbang d,0
we had the best time at your pahty the wife and i thank you very much,0
you would think more would miss time with dick friction burns,0
pphh actin like a dumb bitch about some nails she waited till all ofem done yellin bout bucks and a ugly ass weave and or wig super thick makeup you think thats bad thats horrible,0
you cannot even spell you idiot you would watch that dumb shit,1
youre an idiot ellen,1
t i am sure you have never had a trusted friend stab you in the back but it happens a lot and it sucks for example the guy who was my closest friend for two decades and the best man at my wedding decided to screw my mother over when he borrowed from her ending our friendship,0
good points i just think that this crisis was much worse and america has a lot more competition now the old jobs are simply not coming back and no president can fix that with tax policy i believe the deep problem is our education system the chinese are studying hours a night we are not parents are not demanding that their kids work hard and teachers are not demanding enough,0
det er fucking scary,0
we are dumb and doomed,0
your black world sounds racist to me talk about pot calling kettle,0
ei truth be said u r the truth fuck akata ppl they are just slaves low iq s,1
nope have no idea what you are talking about,0
shut up michelle you and your communist husband are nothing but parasidic scum go back to the garbage can you came from and leave the united states of america alone you are both impostures stealing from the american people nothing more than corrupt and evil trash,1
wtf u talkin bout here go another pussy internet thug with no photo on here talkin shit as usual go to sleep pussy nigga,1
first of all he probably has someone do that for him second of all any elementary student is able to fill out the form and faster than him i am sure third of all i do not know if there is a third when i think of w evil trumps stupid when i think of mitt stupid wins,0
not even the death of a fellow human can stop the racist blacks in this country but i hear what you are saying all the farm murderers also walk free so your point is,0
i hope you all stand by me when i say this zroth shut your mouth you ungratefull bastard i d like to kick your teeth in dreamteam dev bigboss and many others are breaking their backs to get us the new tool and if we must wait a little longer then we will i am very grateful for all they have done thus far so keep your pathetic whining to yourself you arsehole in fact do the world a favor and go and slit your wrists you pathetic little worm dreamteam bigboss dev and all the hackers doing the job good work fellas keep up the good work and thank you again for all the work you guys have done this far,1
you are a hater,1
cant wait to see lebron shut down parker,0
sandy blames everything bad in her life on sun news cpc harper ford and everything right,0
how many of you gay rights supporters would sign petitions to legalize adoption only incestuous relationships or consenting polygamous unions,0
